"i","dc","Val"
"F3070","d6",0
"F3070","d7",0
"F3070","d8",1
"F3071","d1",0
"F3071","d2",0
"F3071","d3",0
"F3071","d4",0
"F3071","d5",0
"F3071","d6",0
"F3071","d7",0
"F3071","d8",1
"F3072","d1",0
"F3072","d2",0
"F3072","d3",0
"F3072","d4",0
"F3072","d5",0
"F3072","d6",0
"F3072","d7",0
"F3072","d8",1
"F3073","d1",0
"F3073","d2",0
"F3073","d3",0
"F3073","d4",0
"F3073","d5",0
"F3073","d6",0
"F3073","d7",0
"F3073","d8",1
"F3074","d1",0
"F3074","d2",0
"F3074","d3",0
"F3074","d4",0
"F3074","d5",0
"F3074","d6",0
"F3074","d7",0
"F3074","d8",1
"F3075","d1",0
"F3075","d2",0
"F3075","d3",0
"F3075","d4",0
"F3075","d5",0
"F3075","d6",0
"F3075","d7",0
"F3075","d8",1
"F3076","d1",0
"F3076","d2",0
"F3076","d3",0
"F3076","d4",0
"F3076","d5",0
"F3076","d6",0
"F3076","d7",0
"F3076","d8",1
"F3077","d1",0
"F3077","d2",0
"F3077","d3",0
"F3077","d4",0
"F3077","d5",0
"F3077","d6",0
"F3077","d7",0
"F3077","d8",1
"F3078","d1",0
"F3078","d2",0
"F3078","d3",0
"F3078","d4",0
"F3078","d5",0
"F3078","d6",0
"F3078","d7",0
"F3078","d8",1
"F3079","d1",0
"F3079","d2",0
"F3079","d3",0
"F3079","d4",0
"F3079","d5",0
"F3079","d6",0
"F3079","d7",0
"F3079","d8",1
"F3080","d1",0
"F3080","d2",0
"F3080","d3",0
"F3080","d4",0
"F3080","d5",0
"F3080","d6",0
"F3080","d7",0
"F3080","d8",1
"F3081","d1",0
"F3081","d2",0
"F3081","d3",0
"F3081","d4",0
"F3081","d5",0
"F3081","d6",0
"F3081","d7",0
"F3081","d8",1
"F3082","d1",0
"F3082","d2",0
"F3082","d3",0
"F3082","d4",0
"F3082","d5",0
"F3082","d6",0
"F3082","d7",0
"F3082","d8",1
"F3083","d1",0
"F3083","d2",0
"F3083","d3",0
"F3083","d4",0
"F3083","d5",0
"F3083","d6",0
"F3083","d7",0
"F3083","d8",1
"F3084","d1",0
"F3084","d2",0
"F3084","d3",0
"F3084","d4",0
"F3084","d5",0
"F3084","d6",0
"F3084","d7",0
"F3084","d8",1
"F3085","d1",0
"F3085","d2",0
"F3085","d3",0
"F3085","d4",0
"F3085","d5",0
"F3085","d6",0
"F3085","d7",0
"F3085","d8",1
"F3086","d1",0
"F3086","d2",0
"F3086","d3",0
"F3086","d4",0
"F3086","d5",0
"F3086","d6",0
"F3086","d7",0
"F3086","d8",1
"F3087","d1",0
"F3087","d2",0
"F3087","d3",0
"F3087","d4",0
"F3087","d5",0
"F3087","d6",0
"F3087","d7",0
"F3087","d8",1
"F3088","d1",0
"F3088","d2",0
"F3088","d3",0
"F3088","d4",0
"F3088","d5",0
"F3088","d6",0
"F3088","d7",0
"F3088","d8",1
"F3089","d1",1
"F3089","d2",0
"F3089","d3",0
"F3089","d4",0
"F3089","d5",0
"F3089","d6",0
"F3089","d7",0
"F3089","d8",0
"F3090","d1",0
"F3090","d2",0
"F3090","d3",0
"F3090","d4",0
"F3090","d5",0
"F3090","d6",0
"F3090","d7",0
"F3090","d8",1
"F3091","d1",0
"F3091","d2",0
"F3091","d3",0
"F3091","d4",0
"F3091","d5",0
"F3091","d6",0
"F3091","d7",0
"F3091","d8",1
"F3092","d1",0
"F3092","d2",0
"F3092","d3",0
"F3092","d4",0
"F3092","d5",0
"F3092","d6",0
"F3092","d7",0
"F3092","d8",1
"F3093","d1",0
"F3093","d2",0
"F3093","d3",0
"F3093","d4",0
"F3093","d5",0
"F3093","d6",0
"F3093","d7",0
"F3093","d8",1
"F3094","d1",0
"F3094","d2",0
"F3094","d3",0
"F3094","d4",0
"F3094","d5",0
"F3094","d6",0
"F3094","d7",0
"F3094","d8",1
"F3095","d1",0
"F3095","d2",0
"F3095","d3",0
"F3095","d4",0
"F3095","d5",0
"F3095","d6",0
"F3095","d7",0
"F3095","d8",1
"F3096","d1",0
"F3096","d2",0
"F3096","d3",0
"F3096","d4",0
"F3096","d5",0
"F3096","d6",0
"F3096","d7",0
"F3096","d8",1
"F3097","d1",0
"F3097","d2",0
"F3097","d3",0
"F3097","d4",0
"F3097","d5",0
"F3097","d6",0
"F3097","d7",0
"F3097","d8",1
"F3098","d1",0
"F3098","d2",0
"F3098","d3",0
"F3098","d4",0
"F3098","d5",0
"F3098","d6",0
"F3098","d7",0
"F3098","d8",1
"F3099","d1",0
"F3099","d2",0
"F3099","d3",0
"F3099","d4",0
"F3099","d5",0
"F3099","d6",0
"F3099","d7",0
"F3099","d8",1
"F3100","d1",0
"F3100","d2",0
"F3100","d3",0
"F3100","d4",0
"F3100","d5",0
"F3100","d6",0
"F3100","d7",0
"F3100","d8",1
"F3101","d1",0
"F3101","d2",0
"F3101","d3",0
"F3101","d4",0
"F3101","d5",0
"F3101","d6",0
"F3101","d7",0
"F3101","d8",1
"F3102","d1",0
"F3102","d2",0
"F3102","d3",0
"F3102","d4",0
"F3102","d5",0
"F3102","d6",0
"F3102","d7",0
"F3102","d8",1
"F3103","d1",0
"F3103","d2",0
"F3103","d3",0
"F3103","d4",0
"F3103","d5",0
"F3103","d6",0
"F3103","d7",0
"F3103","d8",1
"F3104","d1",0
"F3104","d2",0
"F3104","d3",0
"F3104","d4",0
"F3104","d5",0
"F3104","d6",0
"F3104","d7",0
"F3104","d8",1
"F3105","d1",0
"F3105","d2",0
"F3105","d3",0
"F3105","d4",0
"F3105","d5",0
"F3105","d6",0
"F3105","d7",0
"F3105","d8",1
"F3106","d1",0
"F3106","d2",0
"F3106","d3",0
"F3106","d4",0
"F3106","d5",0
"F3106","d6",0
"F3106","d7",0
"F3106","d8",1
"F3107","d1",0
"F3107","d2",0
"F3107","d3",0
"F3107","d4",0
"F3107","d5",0
"F3107","d6",0
"F3107","d7",0
"F3107","d8",1
"F3108","d1",0
"F3108","d2",0
"F3108","d3",0
"F3108","d4",0
"F3108","d5",0
"F3108","d6",0
"F3108","d7",0
"F3108","d8",1
"F3109","d1",0
"F3109","d2",0
"F3109","d3",0
"F3109","d4",0
"F3109","d5",0
"F3109","d6",0
"F3109","d7",0
"F3109","d8",1
"F3110","d1",0
"F3110","d2",0
"F3110","d3",0
"F3110","d4",0
"F3110","d5",0
"F3110","d6",0
"F3110","d7",0
"F3110","d8",1
"F3111","d1",0
"F3111","d2",0
"F3111","d3",0
"F3111","d4",0
"F3111","d5",0
"F3111","d6",0
"F3111","d7",0
"F3111","d8",1
"F3112","d1",0
"F3112","d2",0
"F3112","d3",0
"F3112","d4",0
"F3112","d5",0
"F3112","d6",0
"F3112","d7",0
"F3112","d8",1
"F3113","d1",0
"F3113","d2",0
"F3113","d3",0
"F3113","d4",0
"F3113","d5",0
"F3113","d6",0
"F3113","d7",0
"F3113","d8",1
"F3114","d1",0
"F3114","d2",0
"F3114","d3",0
"F3114","d4",0
"F3114","d5",0
"F3114","d6",0
"F3114","d7",0
"F3114","d8",1
"F3115","d1",0
"F3115","d2",0
"F3115","d3",0
"F3115","d4",0
"F3115","d5",0
"F3115","d6",0
"F3115","d7",0
"F3115","d8",1
"F3116","d1",0
"F3116","d2",0
"F3116","d3",0
"F3116","d4",0
"F3116","d5",0
"F3116","d6",0
"F3116","d7",0
"F3116","d8",1
"F3117","d1",0
"F3117","d2",0
"F3117","d3",0
"F3117","d4",0
"F3117","d5",0
"F3117","d6",0
"F3117","d7",0
"F3117","d8",1
"F3118","d1",0
"F3118","d2",0
"F3118","d3",0
"F3118","d4",0
"F3118","d5",0
"F3118","d6",0
"F3118","d7",0
"F3118","d8",1
"F3119","d1",0
"F3119","d2",0
"F3119","d3",0
"F3119","d4",0
"F3119","d5",0
"F3119","d6",0
"F3119","d7",0
"F3119","d8",1
"F3120","d1",0
"F3120","d2",0
"F3120","d3",0
"F3120","d4",0
"F3120","d5",0
"F3120","d6",0
"F3120","d7",0
"F3120","d8",1
"F3121","d1",0
"F3121","d2",0
"F3121","d3",0
"F3121","d4",0
"F3121","d5",0
"F3121","d6",0
"F3121","d7",0
"F3121","d8",1
"F3122","d1",0
"F3122","d2",0
"F3122","d3",0
"F3122","d4",0
"F3122","d5",0
"F3122","d6",0
"F3122","d7",0
"F3122","d8",1
"F3123","d1",0
"F3123","d2",0
"F3123","d3",0
"F3123","d4",0
"F3123","d5",0
"F3123","d6",0
"F3123","d7",0
"F3123","d8",1
"F3124","d1",0
"F3124","d2",0
"F3124","d3",0
"F3124","d4",0
"F3124","d5",0
"F3124","d6",0
"F3124","d7",0
"F3124","d8",1
"F3125","d1",0
"F3125","d2",0
"F3125","d3",0
"F3125","d4",0
"F3125","d5",0
"F3125","d6",0
"F3125","d7",0
"F3125","d8",1
"F3126","d1",0
"F3126","d2",0
"F3126","d3",0
"F3126","d4",0
"F3126","d5",0
"F3126","d6",0
"F3126","d7",0
"F3126","d8",1
"F3127","d1",0
"F3127","d2",0
"F3127","d3",0
"F3127","d4",0
"F3127","d5",0
"F3127","d6",0
"F3127","d7",0
"F3127","d8",1
"F3128","d1",1
"F3128","d2",0
"F3128","d3",0
"F3128","d4",0
"F3128","d5",0
"F3128","d6",0
"F3128","d7",0
"F3128","d8",0
"F3129","d1",0
"F3129","d2",0
"F3129","d3",0
"F3129","d4",0
"F3129","d5",0
"F3129","d6",0
"F3129","d7",0
"F3129","d8",1
"F3130","d1",0
"F3130","d2",0
"F3130","d3",0
"F3130","d4",0
"F3130","d5",0
"F3130","d6",0
"F3130","d7",0
"F3130","d8",1
"F3131","d1",0
"F3131","d2",0
"F3131","d3",0
"F3131","d4",0
"F3131","d5",0
"F3131","d6",0
"F3131","d7",0
"F3131","d8",1
"F3132","d1",0
"F3132","d2",0
"F3132","d3",0
"F3132","d4",0
"F3132","d5",0
"F3132","d6",0
"F3132","d7",0
"F3132","d8",1
"F3133","d1",0
"F3133","d2",0
"F3133","d3",0
"F3133","d4",0
"F3133","d5",0
"F3133","d6",0
"F3133","d7",0
"F3133","d8",1
"F3134","d1",0
"F3134","d2",0
"F3134","d3",0
"F3134","d4",0
"F3134","d5",0
"F3134","d6",0
"F3134","d7",0
"F3134","d8",1
"F3135","d1",0
"F3135","d2",0
"F3135","d3",0
"F3135","d4",0
"F3135","d5",0
"F3135","d6",0
"F3135","d7",0
"F3135","d8",1
"F3136","d1",0
"F3136","d2",0
"F3136","d3",0
"F3136","d4",0
"F3136","d5",0
"F3136","d6",0
"F3136","d7",0
"F3136","d8",1
"F3137","d1",0
"F3137","d2",0
"F3137","d3",0
"F3137","d4",0
"F3137","d5",0
"F3137","d6",0
"F3137","d7",0
"F3137","d8",1
"F3138","d1",0
"F3138","d2",0
"F3138","d3",0
"F3138","d4",0
"F3138","d5",0
"F3138","d6",0
"F3138","d7",0
"F3138","d8",1
"F3139","d1",0
"F3139","d2",0
"F3139","d3",0
"F3139","d4",0
"F3139","d5",0
"F3139","d6",0
"F3139","d7",0
"F3139","d8",1
"F3140","d1",0
"F3140","d2",0
"F3140","d3",0
"F3140","d4",0
"F3140","d5",0
"F3140","d6",0
"F3140","d7",0
"F3140","d8",1
"F3141","d1",0
"F3141","d2",0
"F3141","d3",0
"F3141","d4",0
"F3141","d5",0
"F3141","d6",0
"F3141","d7",0
"F3141","d8",1
"F3142","d1",0
"F3142","d2",0
"F3142","d3",0
"F3142","d4",0
"F3142","d5",0
"F3142","d6",0
"F3142","d7",0
"F3142","d8",1
"F3143","d1",0
"F3143","d2",0
"F3143","d3",0
"F3143","d4",0
"F3143","d5",0
"F3143","d6",0
"F3143","d7",0
"F3143","d8",1
"F3144","d1",0
"F3144","d2",0
"F3144","d3",0
"F3144","d4",0
"F3144","d5",0
"F3144","d6",0
"F3144","d7",0
"F3144","d8",1
"F3145","d1",0
"F3145","d2",0
"F3145","d3",0
"F3145","d4",0
"F3145","d5",0
"F3145","d6",0
"F3145","d7",0
"F3145","d8",1
"F3146","d1",0
"F3146","d2",0
"F3146","d3",0
"F3146","d4",0
"F3146","d5",0
"F3146","d6",0
"F3146","d7",0
"F3146","d8",1
"F3147","d1",0
"F3147","d2",0
"F3147","d3",0
"F3147","d4",0
"F3147","d5",0
"F3147","d6",0
"F3147","d7",0
"F3147","d8",1
"F3148","d1",0
"F3148","d2",0
"F3148","d3",0
"F3148","d4",0
"F3148","d5",0
"F3148","d6",0
"F3148","d7",0
"F3148","d8",1
"F3149","d1",0
"F3149","d2",0
"F3149","d3",0
"F3149","d4",0
"F3149","d5",0
"F3149","d6",0
"F3149","d7",0
"F3149","d8",1
"F3150","d1",0
"F3150","d2",0
"F3150","d3",0
"F3150","d4",0
"F3150","d5",0
"F3150","d6",0
"F3150","d7",0
"F3150","d8",1
"F3151","d1",0
"F3151","d2",0
"F3151","d3",0
"F3151","d4",0
"F3151","d5",0
"F3151","d6",0
"F3151","d7",0
"F3151","d8",1
"F3152","d1",0
"F3152","d2",0
"F3152","d3",0
"F3152","d4",0
"F3152","d5",0
"F3152","d6",0
"F3152","d7",0
"F3152","d8",1
"F3153","d1",0
"F3153","d2",0
"F3153","d3",0
"F3153","d4",0
"F3153","d5",0
"F3153","d6",0
"F3153","d7",0
"F3153","d8",1
"F3154","d1",0
"F3154","d2",0
"F3154","d3",0
"F3154","d4",0
"F3154","d5",0
"F3154","d6",0
"F3154","d7",0
"F3154","d8",1
"F3155","d1",0
"F3155","d2",0
"F3155","d3",0
"F3155","d4",0
"F3155","d5",0
"F3155","d6",0
"F3155","d7",0
"F3155","d8",1
"F3156","d1",0
"F3156","d2",0
"F3156","d3",0
"F3156","d4",0
"F3156","d5",0
"F3156","d6",0
"F3156","d7",0
"F3156","d8",1
"F3157","d1",1
"F3157","d2",0
"F3157","d3",0
"F3157","d4",0
"F3157","d5",0
"F3157","d6",0
"F3157","d7",0
"F3157","d8",0
"F3158","d1",0
"F3158","d2",0
"F3158","d3",0
"F3158","d4",0
"F3158","d5",0
"F3158","d6",0
"F3158","d7",0
"F3158","d8",1
"F3159","d1",0
"F3159","d2",0
"F3159","d3",0
"F3159","d4",0
"F3159","d5",0
"F3159","d6",0
"F3159","d7",0
"F3159","d8",1
"F3160","d1",0
"F3160","d2",0
"F3160","d3",0
"F3160","d4",0
"F3160","d5",0
"F3160","d6",0
"F3160","d7",0
"F3160","d8",1
"F3161","d1",0
"F3161","d2",0
"F3161","d3",0
"F3161","d4",0
"F3161","d5",0
"F3161","d6",0
"F3161","d7",0
"F3161","d8",1
"F3162","d1",0
"F3162","d2",0
"F3162","d3",0
"F3162","d4",0
"F3162","d5",0
"F3162","d6",0
"F3162","d7",0
"F3162","d8",1
"F3163","d1",0
"F3163","d2",0
"F3163","d3",0
"F3163","d4",0
"F3163","d5",0
"F3163","d6",0
"F3163","d7",0
"F3163","d8",1
"F3164","d1",0
"F3164","d2",0
"F3164","d3",0
"F3164","d4",0
"F3164","d5",0
"F3164","d6",0
"F3164","d7",0
"F3164","d8",1
"F3165","d1",0
"F3165","d2",0
"F3165","d3",0
"F3165","d4",0
"F3165","d5",0
"F3165","d6",0
"F3165","d7",0
"F3165","d8",1
"F3166","d1",0
"F3166","d2",0
"F3166","d3",0
"F3166","d4",0
"F3166","d5",0
"F3166","d6",0
"F3166","d7",0
"F3166","d8",1
"F3167","d1",0
"F3167","d2",0
"F3167","d3",0
"F3167","d4",0
"F3167","d5",0
"F3167","d6",0
"F3167","d7",0
"F3167","d8",1
"F3168","d1",0
"F3168","d2",0
"F3168","d3",0
"F3168","d4",0
"F3168","d5",0
"F3168","d6",0
"F3168","d7",0
"F3168","d8",1
"F3169","d1",0
"F3169","d2",0
"F3169","d3",0
"F3169","d4",0
"F3169","d5",0
"F3169","d6",0
"F3169","d7",0
"F3169","d8",1
"F3170","d1",0
"F3170","d2",0
"F3170","d3",0
"F3170","d4",0
"F3170","d5",0
"F3170","d6",0
"F3170","d7",0
"F3170","d8",1
"F3171","d1",0
"F3171","d2",0
"F3171","d3",0
"F3171","d4",0
"F3171","d5",0
"F3171","d6",0
"F3171","d7",0
"F3171","d8",1
"F3172","d1",0
"F3172","d2",0
"F3172","d3",0
"F3172","d4",0
"F3172","d5",0
"F3172","d6",0
"F3172","d7",0
"F3172","d8",1
"F3173","d1",1
"F3173","d2",0
"F3173","d3",0
"F3173","d4",0
"F3173","d5",0
"F3173","d6",0
"F3173","d7",0
"F3173","d8",0
"F3174","d1",0
"F3174","d2",0
"F3174","d3",0
"F3174","d4",0
"F3174","d5",0
"F3174","d6",0
"F3174","d7",0
"F3174","d8",1
"F3175","d1",1
"F3175","d2",0
"F3175","d3",0
"F3175","d4",0
"F3175","d5",0
"F3175","d6",0
"F3175","d7",0
"F3175","d8",0
"F3176","d1",1
"F3176","d2",0
"F3176","d3",0
"F3176","d4",0
"F3176","d5",0
"F3176","d6",0
"F3176","d7",0
"F3176","d8",0
"F3177","d1",1
"F3177","d2",0
"F3177","d3",0
"F3177","d4",0
"F3177","d5",0
"F3177","d6",0
"F3177","d7",0
"F3177","d8",0
"F3178","d1",1
"F3178","d2",0
"F3178","d3",0
"F3178","d4",0
"F3178","d5",0
"F3178","d6",0
"F3178","d7",0
"F3178","d8",0
"F3179","d1",0
"F3179","d2",0
"F3179","d3",0
"F3179","d4",0
"F3179","d5",0
"F3179","d6",0
"F3179","d7",0
"F3179","d8",1
"F3180","d1",1
"F3180","d2",0
"F3180","d3",0
"F3180","d4",0
"F3180","d5",0
"F3180","d6",0
"F3180","d7",0
"F3180","d8",0
"F3181","d1",1
"F3181","d2",0
"F3181","d3",0
"F3181","d4",0
"F3181","d5",0
"F3181","d6",0
"F3181","d7",0
"F3181","d8",0
"F3182","d1",1
"F3182","d2",0
"F3182","d3",0
"F3182","d4",0
"F3182","d5",0
"F3182","d6",0
"F3182","d7",0
"F3182","d8",0
"F3183","d1",0
"F3183","d2",0
"F3183","d3",0
"F3183","d4",0
"F3183","d5",0
"F3183","d6",0
"F3183","d7",0
"F3183","d8",1
"F3184","d1",1
"F3184","d2",0
"F3184","d3",0
"F3184","d4",0
"F3184","d5",0
"F3184","d6",0
"F3184","d7",0
"F3184","d8",0
"F3185","d1",1
"F3185","d2",0
"F3185","d3",0
"F3185","d4",0
"F3185","d5",0
"F3185","d6",0
"F3185","d7",0
"F3185","d8",0
"F3186","d1",0
"F3186","d2",0
"F3186","d3",0
"F3186","d4",0
"F3186","d5",0
"F3186","d6",0
"F3186","d7",0
"F3186","d8",1
"F3187","d1",0
"F3187","d2",0
"F3187","d3",0
"F3187","d4",0
"F3187","d5",0
"F3187","d6",0
"F3187","d7",0
"F3187","d8",1
"F3188","d1",0
"F3188","d2",0
"F3188","d3",0
"F3188","d4",0
"F3188","d5",0
"F3188","d6",0
"F3188","d7",0
"F3188","d8",1
"F3189","d1",0
"F3189","d2",0
"F3189","d3",0
"F3189","d4",0
"F3189","d5",0
"F3189","d6",0
"F3189","d7",0
"F3189","d8",1
"F3190","d1",0
"F3190","d2",0
"F3190","d3",0
"F3190","d4",0
"F3190","d5",0
"F3190","d6",0
"F3190","d7",0
"F3190","d8",1
"F3191","d1",0
"F3191","d2",0
"F3191","d3",0
"F3191","d4",0
"F3191","d5",0
"F3191","d6",0
"F3191","d7",0
"F3191","d8",1
"F3192","d1",0
"F3192","d2",0
"F3192","d3",0
"F3192","d4",0
"F3192","d5",0
"F3192","d6",0
"F3192","d7",0
"F3192","d8",1
"F3193","d1",0
"F3193","d2",0
"F3193","d3",0
"F3193","d4",0
"F3193","d5",0
"F3193","d6",0
"F3193","d7",0
"F3193","d8",1
"F3194","d1",0
"F3194","d2",0
"F3194","d3",0
"F3194","d4",0
"F3194","d5",0
"F3194","d6",0
"F3194","d7",0
"F3194","d8",1
"F3195","d1",0
"F3195","d2",0
"F3195","d3",0
"F3195","d4",0
"F3195","d5",0
"F3195","d6",0
"F3195","d7",0
"F3195","d8",1
"F3196","d1",0
"F3196","d2",0
"F3196","d3",0
"F3196","d4",0
"F3196","d5",0
"F3196","d6",0
"F3196","d7",0
"F3196","d8",1
"F3197","d1",0
"F3197","d2",0
"F3197","d3",0
"F3197","d4",0
"F3197","d5",0
"F3197","d6",0
"F3197","d7",0
"F3197","d8",1
"F3198","d1",0
"F3198","d2",0
"F3198","d3",0
"F3198","d4",0
"F3198","d5",0
"F3198","d6",0
"F3198","d7",0
"F3198","d8",1
"F3199","d1",0
"F3199","d2",0
"F3199","d3",0
"F3199","d4",0
"F3199","d5",0
"F3199","d6",0
"F3199","d7",0
"F3199","d8",1
"F3200","d1",0
"F3200","d2",0
"F3200","d3",0
"F3200","d4",0
"F3200","d5",0
"F3200","d6",0
"F3200","d7",0
"F3200","d8",1
"F3201","d1",0
"F3201","d2",0
"F3201","d3",0
"F3201","d4",0
"F3201","d5",0
"F3201","d6",0
"F3201","d7",0
"F3201","d8",1
"F3202","d1",0
"F3202","d2",0
"F3202","d3",0
"F3202","d4",0
"F3202","d5",0
"F3202","d6",0
"F3202","d7",0
"F3202","d8",1
"F3203","d1",0
"F3203","d2",0
"F3203","d3",0
"F3203","d4",0
"F3203","d5",0
"F3203","d6",0
"F3203","d7",0
"F3203","d8",1
"F3204","d1",0
"F3204","d2",0
"F3204","d3",0
"F3204","d4",0
"F3204","d5",1
"F3204","d6",0
"F3204","d7",0
"F3204","d8",0
"F3205","d1",0
"F3205","d2",0
"F3205","d3",0
"F3205","d4",0
"F3205","d5",1
"F3205","d6",0
"F3205","d7",0
"F3205","d8",0
"F3206","d1",0
"F3206","d2",0
"F3206","d3",0
"F3206","d4",0
"F3206","d5",1
"F3206","d6",0
"F3206","d7",0
"F3206","d8",0
"F3207","d1",0
"F3207","d2",0
"F3207","d3",0
"F3207","d4",0
"F3207","d5",1
"F3207","d6",0
"F3207","d7",0
"F3207","d8",0
"F3208","d1",0
"F3208","d2",0
"F3208","d3",0
"F3208","d4",0
"F3208","d5",1
"F3208","d6",0
"F3208","d7",0
"F3208","d8",0
"F3209","d1",0
"F3209","d2",0
"F3209","d3",0
"F3209","d4",0
"F3209","d5",1
"F3209","d6",0
"F3209","d7",0
"F3209","d8",0
"F3210","d1",0
"F3210","d2",0
"F3210","d3",0
"F3210","d4",0
"F3210","d5",1
"F3210","d6",0
"F3210","d7",0
"F3210","d8",0
"F3211","d1",0
"F3211","d2",0
"F3211","d3",0
"F3211","d4",0
"F3211","d5",1
"F3211","d6",0
"F3211","d7",0
"F3211","d8",0
"F3212","d1",0
"F3212","d2",0
"F3212","d3",0
"F3212","d4",0
"F3212","d5",1
"F3212","d6",0
"F3212","d7",0
"F3212","d8",0
"F3213","d1",0
"F3213","d2",0
"F3213","d3",0
"F3213","d4",0
"F3213","d5",1
"F3213","d6",0
"F3213","d7",0
"F3213","d8",0
"F3214","d1",0
"F3214","d2",0
"F3214","d3",0
"F3214","d4",0
"F3214","d5",1
"F3214","d6",0
"F3214","d7",0
"F3214","d8",0
"F3215","d1",0
"F3215","d2",0
"F3215","d3",0
"F3215","d4",0
"F3215","d5",1
"F3215","d6",0
"F3215","d7",0
"F3215","d8",0
"F3216","d1",0
"F3216","d2",0
"F3216","d3",0
"F3216","d4",0
"F3216","d5",1
"F3216","d6",0
"F3216","d7",0
"F3216","d8",0
"F3217","d1",0
"F3217","d2",0
"F3217","d3",0
"F3217","d4",0
"F3217","d5",1
"F3217","d6",0
"F3217","d7",0
"F3217","d8",0
"F3218","d1",0
"F3218","d2",0
"F3218","d3",0
"F3218","d4",0
"F3218","d5",1
"F3218","d6",0
"F3218","d7",0
"F3218","d8",0
"F3219","d1",0
"F3219","d2",0
"F3219","d3",0
"F3219","d4",0
"F3219","d5",1
"F3219","d6",0
"F3219","d7",0
"F3219","d8",0
"F3220","d1",0
"F3220","d2",0
"F3220","d3",0
"F3220","d4",0
"F3220","d5",1
"F3220","d6",0
"F3220","d7",0
"F3220","d8",0
"F3221","d1",0
"F3221","d2",0
"F3221","d3",0
"F3221","d4",0
"F3221","d5",1
"F3221","d6",0
"F3221","d7",0
"F3221","d8",0
"F3222","d1",0
"F3222","d2",0
"F3222","d3",0
"F3222","d4",0
"F3222","d5",1
"F3222","d6",0
"F3222","d7",0
"F3222","d8",0
"F3223","d1",0
"F3223","d2",0
"F3223","d3",0
"F3223","d4",0
"F3223","d5",1
"F3223","d6",0
"F3223","d7",0
"F3223","d8",0
"F3224","d1",0
"F3224","d2",0
"F3224","d3",0
"F3224","d4",0
"F3224","d5",1
"F3224","d6",0
"F3224","d7",0
"F3224","d8",0
"F3225","d1",0
"F3225","d2",0
"F3225","d3",0
"F3225","d4",0
"F3225","d5",1
"F3225","d6",0
"F3225","d7",0
"F3225","d8",0
"F3226","d1",0
"F3226","d2",0
"F3226","d3",0
"F3226","d4",0
"F3226","d5",1
"F3226","d6",0
"F3226","d7",0
"F3226","d8",0
"F3227","d1",0
"F3227","d2",0
"F3227","d3",0
"F3227","d4",0
"F3227","d5",1
"F3227","d6",0
"F3227","d7",0
"F3227","d8",0
"F3228","d1",0
"F3228","d2",0
"F3228","d3",0
"F3228","d4",0
"F3228","d5",1
"F3228","d6",0
"F3228","d7",0
"F3228","d8",0
"F3229","d1",0
"F3229","d2",0
"F3229","d3",0
"F3229","d4",0
"F3229","d5",1
"F3229","d6",0
"F3229","d7",0
"F3229","d8",0
"F3230","d1",0
"F3230","d2",0
"F3230","d3",0
"F3230","d4",0
"F3230","d5",1
"F3230","d6",0
"F3230","d7",0
"F3230","d8",0
"F3231","d1",0
"F3231","d2",0
"F3231","d3",0
"F3231","d4",0
"F3231","d5",1
"F3231","d6",0
"F3231","d7",0
"F3231","d8",0
"F3232","d1",0
"F3232","d2",0
"F3232","d3",0
"F3232","d4",0
"F3232","d5",1
"F3232","d6",0
"F3232","d7",0
"F3232","d8",0
"F3233","d1",0
"F3233","d2",0
"F3233","d3",0
"F3233","d4",0
"F3233","d5",1
"F3233","d6",0
"F3233","d7",0
"F3233","d8",0
"F3234","d1",0
"F3234","d2",0
"F3234","d3",0
"F3234","d4",0
"F3234","d5",1
"F3234","d6",0
"F3234","d7",0
"F3234","d8",0
"F3235","d1",0
"F3235","d2",0
"F3235","d3",0
"F3235","d4",0
"F3235","d5",1
"F3235","d6",0
"F3235","d7",0
"F3235","d8",0
"F3236","d1",0
"F3236","d2",0
"F3236","d3",0
"F3236","d4",0
"F3236","d5",1
"F3236","d6",0
"F3236","d7",0
"F3236","d8",0
"F3237","d1",0
"F3237","d2",0
"F3237","d3",0
"F3237","d4",0
"F3237","d5",1
"F3237","d6",0
"F3237","d7",0
"F3237","d8",0
"F3238","d1",0
"F3238","d2",0
"F3238","d3",0
"F3238","d4",0
"F3238","d5",1
"F3238","d6",0
"F3238","d7",0
"F3238","d8",0
"F3239","d1",0
"F3239","d2",0
"F3239","d3",0
"F3239","d4",0
"F3239","d5",1
"F3239","d6",0
"F3239","d7",0
"F3239","d8",0
"F3240","d1",0
"F3240","d2",0
"F3240","d3",0
"F3240","d4",0
"F3240","d5",1
"F3240","d6",0
"F3240","d7",0
"F3240","d8",0
"F3241","d1",0
"F3241","d2",0
"F3241","d3",0
"F3241","d4",0
"F3241","d5",1
"F3241","d6",0
"F3241","d7",0
"F3241","d8",0
"F3242","d1",0
"F3242","d2",0
"F3242","d3",0
"F3242","d4",0
"F3242","d5",1
"F3242","d6",0
"F3242","d7",0
"F3242","d8",0
"F3243","d1",0
"F3243","d2",0
"F3243","d3",0
"F3243","d4",0
"F3243","d5",1
"F3243","d6",0
"F3243","d7",0
"F3243","d8",0
"F3244","d1",0
"F3244","d2",0
"F3244","d3",0
"F3244","d4",0
"F3244","d5",1
"F3244","d6",0
"F3244","d7",0
"F3244","d8",0
"F3245","d1",0
"F3245","d2",0
"F3245","d3",0
"F3245","d4",0
